model_idx,loading_sbml_error,loading_jax_error,init_error,simu_error,model_name,species_names,genus_names,family_names,order_names,class_names,phylum_names,kingdom_names,superkingdom_names,n_species,n_parameters,n_compartments,n_reactions,n_raterules,n_assignmentrules,n_nodes,n_inputs_per_node,n_variables,n_constants,simu_time (T=10)
347,,,,Neg values,Bachmann2011_JAK2-STAT5_FeedbackControl,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],26,32,2,36,0,0,25,"[5, 4, 3, 3, 3, 1, 2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3]",0,35,
348,,unsupported operand type(s) for *=: 'float' and 'NoneType',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
349,,unsupported operand type(s) for *=: 'float' and 'NoneType',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
350,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
351,,,,,Vernoux2011_AuxinSignaling_AuxinSingleStepInput,[],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],6,23,1,12,0,4,5,"[4, 6, 3, 3, 2]",4,21,0.828913450241089
352,,,,,Vernoux2011_AuxinSignaling_AuxinFluctuating,[],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],6,23,1,12,0,4,5,"[4, 6, 3, 3, 2]",4,21,1.05826115608215
353,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
354,,Varying compartment size is not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
355,,Varying compartment size is not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
356,,,,NaN values,Nyman2011_M3Hierarachical_InsulinGlucosedynamics,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],32,114,1,64,12,23,44,"[7, 8, 8, 4, 8, 4, 11, 9, 11, 5, 5, 2, 2, 7, 12, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",23,80,
357,,,,,Lee2010_ThrombinActivation_OneForm_reduced,[],[],[],[],[],[],[],['Eukaryota'],9,12,1,8,0,0,9,"[8, 2, 2, 2, 2, 2, 2, 2, 2]",0,13,0.591248512268066
358,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
359,,,,,Panteleev2002_TFPImechanism_schmema3,[],[],[],[],[],[],[],['Eukaryota'],9,0,1,8,0,0,9,"[2, 3, 3, 3, 2, 2, 3, 2, 3]",0,16,0.636961221694946
360,,,,,Panteleev2002_TFPImechanism_schmema2,[],[],[],[],[],[],[],['Eukaryota'],9,0,1,8,0,0,9,"[1, 4, 2, 3, 2, 2, 3, 2, 3]",0,16,0.644266605377197
361,,,,,Panteleev2002_TFPImechanism_schmema1,[],[],[],[],[],[],[],['Eukaryota'],8,0,1,5,0,0,8,"[1, 3, 2, 2, 2, 1, 2, 1]",0,10,0.556922912597656
362,,,,NaN values,Butenas2004_BloodCoagulation,[],[],[],[],[],[],[],['Eukaryota'],34,45,1,33,0,1,34,"[2, 4, 1, 4, 7, 6, 3, 4, 2, 3, 1, 2, 2, 1, 3, 5, 4, 3, 3, 3, 2, 3, 3, 2, 3, 2, 2, 2, 5, 1, 1, 1, 1, 1]",1,45,
363,,,,,Lee2010_ThrombinActivation_OneForm_minimal,[],[],[],[],[],[],[],['Eukaryota'],4,0,1,4,0,0,4,"[2, 2, 2, 2]",0,5,0.734239816665649
364,,,,,Lee2010_ThrombinActivation_OneForm,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],14,22,1,16,0,0,13,"[12, 2, 3, 3, 2, 2, 2, 6, 3, 3, 2, 2, 2]",0,24,0.812297344207764
365,,,,NaN values,Hockin1999_BloodCoagulation_VaInactivation,[],[],[],[],[],[],[],['Eukaryota'],30,9,1,33,0,0,30,"[2, 9, 3, 3, 5, 2, 4, 3, 5, 2, 3, 3, 4, 3, 5, 1, 8, 1, 1, 1, 1, 1, 1, 1, 2, 5, 2, 2, 2, 5]",0,10,
366,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
367,,,,,Muller2008_treshold_minimal,[],[],[],[],[],[],[],['Eukaryota'],3,8,1,0,4,0,4,"[0, 0, 0, 0]",0,8,0.531744480133057
368,,unsupported operand type(s) for *: 'float' and 'NoneType',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
369,,unsupported operand type(s) for *: 'float' and 'NoneType',,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
370,,,,NaN values,Vinod2011_MitoticExit,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],32,105,1,0,24,18,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",18,96,
371,,,Neg values,,DeVries2000_PancreaticBetaCells_InsulinSecretion,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],3,24,1,0,3,7,3,"[0, 0, 0]",7,18,
372,,,,,Tolic2000_InsulinGlucoseFeedback,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,29,1,0,6,8,6,"[0, 0, 0, 0, 0, 0]",8,22,0.660126686096191
373,,,Neg values,,Bertram2004_PancreaticBetaCell_modelB,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],7,113,1,0,7,71,7,"[0, 0, 0, 0, 0, 0, 0]",71,43,
374,,,Neg values,,Bertram1995_PancreaticBetaCell_CRAC,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],5,50,1,0,5,25,5,"[0, 0, 0, 0, 0]",25,26,
375,,,Neg values,,Mears1997_CRAC_PancreaticBetaCells,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],5,61,1,0,5,26,5,"[0, 0, 0, 0, 0]",26,36,
376,,,Neg values,,Bertram2007_IsletCell_Oscillations,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],11,151,1,0,11,83,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",83,69,
377,,,Neg values,,Bertram2000_PancreaticBetaCells_Oscillations,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],4,32,1,0,4,11,4,"[0, 0, 0, 0]",11,22,
378,,,Neg values,,Chay1997_CalciumConcentration,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,49,1,0,6,15,6,"[0, 0, 0, 0, 0, 0]",15,35,
379,,,,Neg values,DallaMan2007_MealModel_GlucoseInsulinSystem,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],12,57,1,0,12,17,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",17,41,
380,,New case: unkown Reaction variable: log10,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
381,,,,NaN values,Maree2006_DuCa_Type1DiabetesModel,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],5,17,1,0,5,2,5,"[0, 0, 0, 0, 0]",2,16,
382,,,,,Sturis1991_InsulinGlucoseModel_UltradianOscillation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,13,1,0,6,5,6,"[0, 0, 0, 0, 0, 0]",5,9,0.625733852386475
383,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
384,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
385,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
386,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
387,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
388,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
389,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
390,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
391,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
392,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
393,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
394,,,,,Sivakumar2011 - EGF Receptor Signaling Pathway,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],23,38,2,10,0,0,19,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 0, 1, 1, 0, 1, 1, 1, 1]",0,44,1.04501152038574
395,,,,,Sivakumar2011 - Hedgehog Signaling Pathway,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],23,25,4,12,0,0,21,"[2, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2]",0,31,0.917947292327881
396,,,,,Sivakumar2011 - Notch Signaling Pathway,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],36,56,3,16,0,0,29,"[2, 2, 2, 3, 1, 2, 2, 1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",0,66,1.47559928894043
397,,,,,Sivakumar2011_WntSignalingPathway,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],50,56,4,29,0,0,49,"[2, 1, 2, 1, 2, 1, 1, 1, 2, 3, 1, 2, 1, 2, 4, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 1, 2, 3, 1, 2, 1, 2, 1, 1, 1, 1, 5, 5, 2, 2, 1, 1, 1]",0,61,1.6326596736908
398,,,,name 'no' is not defined,Sivakumar2011_NeuralStemCellDifferentiation_Crosstalk,[],[],[],[],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],27,37,2,12,0,0,22,"[1, 2, 1, 1, 2, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,44,
399,,,,NaN values,Jenkinson2011_EGF_MAPK,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],100,90,3,125,0,8,94,"[1, 3, 3, 2, 3, 4, 9, 2, 4, 9, 3, 4, 2, 8, 2, 3, 2, 8, 6, 6, 8, 8, 4, 3, 3, 4, 3, 3, 5, 5, 9, 4, 4, 2, 6, 4, 4, 5, 6, 4, 4, 2, 4, 2, 4, 2, 6, 8, 2, 2, 4, 2, 4, 2, 2, 8, 2, 2, 1, 1, 1, 8, 4, 3, 3, 4, 3, 5, 5, 9, 4, 2, 6, 4, 2, 2, 4, 2, 6, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",8,91,
400,,,,,Cooling2007_IP3transients_CardiacMyocyte,['Mus musculus'],['Mus'],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],13,55,1,0,13,24,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",24,32,1.17323231697083
401,,,,,Ayati2010_BoneRemodelingDynamics_NormalCondition,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],3,15,1,0,3,5,3,"[0, 0, 0]",5,11,0.631216526031494
402,,,,,Ayati2010_BoneRemodelingDynamics_WithTumour,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],4,21,1,0,4,5,4,"[0, 0, 0, 0]",5,17,0.778677940368652
403,,,,,Ayati2010_BoneRemodelingDynamics_WithTumour+DrugTreatment,[],[],[],[],[],['Chordata'],['Metazoa'],['Eukaryota'],4,25,1,0,4,7,4,"[0, 0, 0, 0]",7,19,0.84207558631897
404,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
405,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
406,,name 'no' is not defined,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
407,,,,Neg values,Schliemann2011_TNF_ProAntiApoptosis,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],47,0,3,88,0,0,47,"[2, 3, 5, 2, 5, 3, 3, 4, 4, 6, 4, 2, 4, 3, 5, 2, 1, 2, 2, 2, 6, 5, 5, 4, 4, 4, 5, 2, 4, 3, 2, 4, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2]",0,109,
408,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
409,,,NaN values,,Queralt2006_MitoticExit_Cdc55DownregulationBySeparase,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],24,54,1,31,0,10,22,"[6, 2, 7, 2, 2, 2, 2, 4, 2, 4, 3, 3, 4, 3, 2, 4, 3, 2, 2, 2, 2, 4]",10,54,
410,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
411,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
412,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
413,,,,,Band2012_DII-Venus_FullModel,[],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],5,10,1,9,0,0,5,"[4, 2, 5, 4, 3]",0,11,0.504332304000855
414,,,,,Band2012_DII-Venus_ReducedModel,[],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],1,4,1,3,0,0,1,[3],0,5,0.377617120742798
415,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
416,,,,NaN values,Muraro2011_Cytokinin-Auxin_CrossRegulation,['Arabidopsis thaliana'],['Arabidopsis'],['Brassicaceae'],['Brassicales'],['Magnoliopsida'],['Streptophyta'],['Viridiplantae'],['Eukaryota'],32,50,1,20,0,12,20,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,51,
417,,,,,Ratushny2012_NF,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],1,11,1,2,0,2,1,[2],2,11,0.421578168869019
418,,,,,Ratushny2012_SPF,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],1,10,1,2,0,2,1,[2],2,10,0.43913197517395
419,,,,,Ratushny2012_SPF_I,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],3,10,1,6,0,2,3,"[2, 2, 2]",2,12,0.890236854553223
420,,,,,Ratushny2012_ASSURE_I,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],2,11,1,4,0,2,2,"[2, 2]",2,12,0.542796134948731
421,,,,,Ratushny2012_ASSURE_II,['Saccharomyces cerevisiae'],['Saccharomyces'],['Saccharomycetaceae'],['Saccharomycetales'],['Saccharomycetes'],['Ascomycota'],['Fungi'],['Eukaryota'],2,11,1,4,0,2,2,"[2, 2]",2,12,0.554389953613281
422,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
423,,,,NaN values,Nyman2012_InsulinSignalling,[],[],['Muridae'],['Rodentia'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],9,19,1,11,0,3,9,"[4, 3, 3, 2, 2, 2, 2, 2, 2]",3,17,
424,,Varying compartment size is not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
425,,,,,"Tan2012 - Antibiotic Treatment, Inoculum Effect",['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],1,0,1,4,0,0,1,[4],0,7,0.373411655426025
426,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
427,,,,,Bianconi2012 - EGFR and IGF1R pathway in lung cancer,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],21,5,1,22,0,0,21,"[3, 1, 3, 2, 2, 2, 2, 2, 2, 1, 4, 4, 2, 2, 0, 3, 3, 2, 0, 0, 2]",0,55,1.24724125862122
428,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
429,,Varying compartment size is not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
430,,,,,Sarma2012 - Interaction topologies of MAPK cascade (M4_K2_USEQ),[],[],[],[],[],[],[],[],27,1,1,28,0,0,27,"[3, 7, 2, 4, 2, 2, 10, 2, 2, 1, 5, 6, 2, 6, 2, 2, 2, 1, 3, 2, 2, 8, 2, 2, 2, 1, 1]",0,46,1.22696709632874
431,,,,,Sarma2012 - Interaction topologies of MAPK cascade (M4_K2_PSEQ),[],[],[],[],[],[],[],[],27,1,1,28,0,0,27,"[2, 7, 2, 4, 2, 2, 8, 2, 2, 2, 3, 6, 2, 6, 2, 2, 2, 2, 2, 2, 2, 6, 2, 2, 2, 2, 2]",0,46,1.21708869934082
432,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
433,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
434,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
435,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
436,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
437,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
438,,,,Neg values,Saeidi2012 - Quorum sensing device that produces GFP,[],[],[],[],[],[],[],[],10,0,1,7,0,0,10,"[3, 1, 2, 2, 2, 1, 2, 1, 1, 1]",0,18,
439,,Events are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
440,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
441,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
442,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
443,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
444,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
445,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
446,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
447,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
448,,,,NaN values,Brännmark2013 - Insulin signalling in human adipocytes (normal condition),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],27,68,1,34,0,12,27,"[4, 2, 4, 2, 2, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2]",12,57,
449,,,,NaN values,Brännmark2013 - Insulin signalling in human adipocytes (diabetic condition),['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],27,68,1,34,0,12,27,"[4, 2, 4, 2, 2, 4, 4, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2]",12,57,
450,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
451,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
452,,,,Neg values,Bidkhori2012 - normal EGFR signalling,[],[],[],[],[],[],[],[],109,0,1,117,0,1,108,"[1, 2, 3, 6, 15, 3, 2, 10, 2, 4, 6, 2, 7, 3, 2, 4, 6, 5, 3, 2, 6, 5, 2, 7, 2, 4, 2, 4, 2, 2, 2, 2, 8, 2, 2, 4, 2, 6, 2, 2, 4, 2, 6, 2, 2, 4, 2, 2, 4, 2, 2, 2, 3, 2, 1, 9, 2, 10, 2, 2, 2, 2, 2, 3, 4, 1, 4, 2, 2, 2, 2, 2, 4, 2, 3, 2, 3, 3, 3, 2, 2, 2, 6, 2, 2, 2, 2, 2, 5, 3, 6, 1, 4, 2, 3, 2, 2, 3, 4, 4, 2, 2, 3, 2, 2, 2, 2, 2]",1,188,
453,,,,Neg values,Bidkhori2012 - EGFR signalling in NSCLC,[],[],[],[],[],[],[],[],109,0,1,117,0,1,108,"[1, 2, 3, 6, 15, 3, 2, 10, 2, 4, 6, 2, 7, 3, 2, 4, 6, 5, 3, 2, 6, 5, 2, 7, 2, 4, 2, 4, 2, 2, 2, 2, 8, 2, 2, 4, 2, 6, 2, 2, 4, 2, 6, 2, 2, 4, 2, 2, 4, 2, 2, 2, 3, 2, 1, 9, 2, 10, 2, 2, 2, 2, 2, 3, 4, 1, 4, 2, 2, 2, 2, 2, 4, 2, 3, 2, 3, 3, 3, 2, 2, 2, 6, 2, 2, 2, 2, 2, 5, 3, 6, 1, 4, 2, 3, 2, 2, 3, 4, 4, 2, 2, 3, 2, 2, 2, 2, 2]",1,189,
454,,,,,Smallbone2013 - Metabolic Control Analysis - Example 1,[],[],[],[],[],[],[],[],8,0,1,4,0,0,8,"[1, 2, 3, 2, 1, 1, 1, 1]",0,9,0.647584915161133
455,,,,,Smallbone2013 - Metabolic Control Analysis - Example 2,[],[],[],[],[],[],[],[],9,0,1,5,0,0,9,"[1, 2, 3, 3, 1, 1, 1, 1, 1]",0,11,0.672154188156128
456,,,,Neg values,Smallbone2013 - Metabolic Control Analysis - Example 3,[],[],[],[],[],[],[],[],11,0,1,6,0,0,11,"[1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 1]",0,13,
457,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
458,,,,,Smallbone2013 - Serine biosynthesis,['Escherichia coli'],['Escherichia'],['Enterobacteriaceae'],['Enterobacterales'],['Gammaproteobacteria'],['Proteobacteria'],[],['Bacteria'],7,0,1,3,0,0,4,"[1, 2, 2, 1]",0,14,0.568017959594727
459,,,,,Liebal2012 - B.subtilis post-transcriptional instability model,['Bacillus subtilis'],['Bacillus'],['Bacillaceae'],['Bacillales'],['Bacilli'],['Firmicutes'],[],['Bacteria'],4,7,1,3,0,0,4,"[1, 3, 1, 1]",0,8,0.740139007568359
460,,,,,Liebal2012 - B.subtilis sigB proteolysis model,['Bacillus subtilis'],['Bacillus'],['Bacillaceae'],['Bacillales'],['Bacilli'],['Firmicutes'],[],['Bacteria'],4,7,1,3,0,0,4,"[1, 3, 1, 1]",0,8,0.473166465759277
461,,,,,Liebal2012 - B.subtilis transcription inhibition model,['Bacillus subtilis'],['Bacillus'],['Bacillaceae'],['Bacillales'],['Bacilli'],['Firmicutes'],[],['Bacteria'],4,6,1,3,0,0,4,"[1, 3, 1, 1]",0,7,0.470364809036255
462,,,,Neg values,Proctor2012 - Role of Amyloid-beta dimers in aggregation formation,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],6,9,1,8,0,0,6,"[1, 8, 1, 2, 4, 6]",0,10,
463,,Custom functions are not handled,,,,[],[],[],[],[],[],[],[],,,,,,,,,,,
464,,,,Neg values,Koo2013 - Shear stress induced calcium influx and eNOS activation - Model 1,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],14,27,3,10,0,0,12,"[1, 6, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1]",0,33,
465,,,,Neg values,Koo2013 - Shear stress induced AKT and eNOS phosphorylation - Model 2,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],16,0,2,12,0,0,12,"[1, 1, 2, 4, 2, 3, 4, 3, 2, 2, 1, 1]",0,29,
466,,,,NaN values,Koo2013 - Shear stress induced eNOS expression - Model 3,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],34,0,3,28,0,0,33,"[1, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 4, 2, 4, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1]",0,64,
467,,,,,Koo2013 - Shear stress induced NO production - Model 4,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],20,15,2,24,0,0,18,"[4, 5, 4, 7, 4, 1, 9, 4, 4, 3, 4, 1, 1, 3, 3, 1, 2, 2]",0,22,0.919841289520264
468,,,,NaN values,Koo2013 - Integrated shear stress induced NO production model,['Homo sapiens'],['Homo'],['Hominidae'],['Primates'],['Mammalia'],['Chordata'],['Metazoa'],['Eukaryota'],79,47,4,74,0,0,74,"[1, 6, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 5, 5, 4, 7, 4, 1, 9, 4, 4, 3, 4, 1, 1, 2, 4, 2, 3, 4, 3, 2, 2, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 4, 2, 4, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 1, 2, 2]",0,144,
